Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2022-05-14,Widget A,West,256,43,Female,2.3
2027-10-07,Widget C,East,434,18,Female,2.5
2023-11-16,Widget B,West,960,21,Male,3.5
2028-01-30,Widget D,North,359,56,Female,3.9
2027-01-27,Widget C,East,181,43,Female,2.6
2024-03-25,Widget B,South,853,50,Female,4.6
2025-03-18,Widget A,South,540,50,Female,3.2
2022-03-21,Widget B,East,271,25,Female,2.8
2022-07-22,Widget A,West,330,37,Female,3.6
2025-06-06,Widget B,South,819,33,Female,4.8
2026-08-27,Widget C,North,174,38,Male,4.2
2025-06-04,Widget A,East,369,62,Male,1.2
2026-08-10,Widget C,North,998,43,Male,2.3
2026-04-05,Widget C,East,725,40,Female,2.9
2027-09-26,Widget A,South,161,35,Female,2.3
2025-06-10,Widget A,West,973,48,Male,3.8
2026-03-30,Widget D,East,419,69,Female,4.3
2025-03-12,Widget D,East,201,59,Female,3.9
2025-10-28,Widget D,North,528,29,Male,5.0
2023-04-16,Widget C,South,973,18,Male,2.1
2024-11-01,Widget C,North,821,59,Male,4.5
2025-09-15,Widget D,South,354,26,Female,4.1
2024-08-25,Widget C,North,631,20,Female,2.4
2022-12-24,Widget C,East,669,68,Female,3.9
2023-10-30,Widget A,North,211,43,Male,1.4
2023-01-08,Widget A,West,412,26,Male,4.2
2024-10-28,Widget C,South,560,59,Female,3.1
2025-02-19,Widget D,South,807,68,Male,2.2
2025-10-03,Widget B,East,986,33,Male,3.6
2022-03-31,Widget D,South,561,41,Female,3.6
2023-06-24,Widget B,West,964,67,Male,1.8
2024-05-18,Widget D,North,191,31,Male,1.1
2022-02-10,Widget A,East,151,20,Male,2.7
2024-01-10,Widget C,West,904,51,Female,3.3
2027-05-01,Widget C,South,619,50,Female,4.5
2025-05-09,Widget A,South,911,67,Male,4.7
2024-07-17,Widget B,West,197,41,Female,3.1
2027-07-30,Widget B,North,335,26,Female,4.0
2024-07-13,Widget B,North,473,30,Female,2.8
2026-05-01,Widget A,East,680,19,Male,4.0
2023-01-25,Widget B,South,656,24,Female,1.8
2026-06-06,Widget A,West,748,65,Male,2.5
2022-09-13,Widget D,North,333,38,Male,3.5
2023-12-10,Widget D,East,131,36,Female,1.1
2027-01-13,Widget A,South,388,42,Male,3.9
2027-04-29,Widget C,South,737,64,Female,4.3
2028-11-02,Widget D,East,678,39,Female,2.6
2022-01-10,Widget B,East,641,28,Male,2.8
2024-03-08,Widget A,North,213,50,Male,4.4
2024-05-26,Widget B,West,303,49,Female,4.1
2024-10-25,Widget B,South,128,38,Female,2.2
2024-10-12,Widget C,West,742,56,Female,2.3
2026-12-30,Widget B,South,573,37,Female,3.7
2023-01-09,Widget C,South,796,25,Male,3.3
2028-01-03,Widget D,West,352,59,Male,1.6
2022-08-12,Widget A,East,897,54,Male,2.2
2025-06-16,Widget B,North,485,26,Female,4.6
2028-02-03,Widget A,South,161,42,Male,3.8
2026-12-08,Widget B,East,614,42,Male,4.9
2024-05-02,Widget A,South,529,50,Male,4.1
2022-03-04,Widget B,North,679,19,Male,4.8
2025-05-25,Widget B,South,636,36,Female,1.9
2023-11-20,Widget B,North,790,63,Male,4.1
2026-01-24,Widget B,North,240,37,Male,1.1
2026-06-22,Widget B,South,842,59,Male,3.7
2027-11-23,Widget B,South,399,58,Male,2.9
2023-05-26,Widget B,North,774,59,Female,2.4
2023-01-20,Widget B,East,410,46,Female,4.4
2023-02-09,Widget B,West,570,23,Male,4.4
2023-06-02,Widget A,North,492,34,Female,1.1
2023-04-21,Widget C,South,741,42,Female,3.4
2027-06-24,Widget B,South,544,55,Female,2.5
2026-07-27,Widget C,East,857,21,Female,2.7
2027-03-09,Widget B,West,908,47,Male,4.3
2025-12-31,Widget B,North,271,37,Female,2.2
2023-12-15,Widget A,North,675,20,Female,4.8
2022-03-24,Widget D,West,130,40,Male,1.7
2025-03-14,Widget D,North,146,68,Male,3.7
2027-03-17,Widget A,West,229,35,Male,3.7
2027-08-11,Widget C,South,451,43,Male,2.0
2022-02-20,Widget D,West,944,53,Female,2.3
2023-11-16,Widget A,North,721,25,Male,4.3
2023-12-18,Widget A,West,680,34,Female,4.0
2026-01-09,Widget D,East,157,48,Female,2.3
2023-03-25,Widget C,South,205,54,Male,3.1
2024-05-30,Widget A,South,911,62,Male,1.2
2023-05-03,Widget B,West,429,50,Female,1.8
2026-12-29,Widget C,North,867,44,Female,2.9
2027-09-13,Widget C,East,923,62,Male,1.3
2027-11-13,Widget D,South,782,21,Male,4.4
2026-04-24,Widget D,South,482,39,Male,3.9
2028-01-11,Widget B,North,261,43,Female,4.8
2022-09-07,Widget A,North,385,49,Female,3.8
2023-11-05,Widget D,East,170,41,Male,4.8
2023-03-14,Widget D,West,866,63,Female,3.2
2027-12-06,Widget C,North,553,52,Male,3.4
2024-02-10,Widget D,West,985,54,Female,4.9
2022-09-25,Widget D,East,666,49,Female,3.6
2027-06-08,Widget D,West,934,24,Male,1.1
2024-12-13,Widget D,South,496,50,Male,3.9
2022-08-24,Widget C,West,614,48,Male,4.6
2023-01-24,Widget B,East,125,29,Female,4.2
2024-02-02,Widget B,East,412,28,Female,3.3
2027-01-23,Widget A,East,225,41,Male,3.7
2028-09-14,Widget D,West,507,25,Female,5.0
2023-09-16,Widget C,South,664,49,Male,1.4
2025-06-06,Widget A,North,297,55,Female,3.7
2023-08-01,Widget A,South,910,39,Male,2.1
2027-10-24,Widget B,West,287,51,Female,3.6
2023-03-11,Widget C,West,797,36,Female,3.4
2027-11-21,Widget C,North,916,69,Female,1.6
2024-02-03,Widget C,West,909,37,Female,1.8
2025-08-22,Widget B,East,815,31,Male,3.5
2027-11-16,Widget B,East,583,50,Female,1.5
2025-09-20,Widget B,East,549,27,Male,2.1
2028-10-18,Widget B,East,622,33,Male,4.3
2023-03-23,Widget B,East,970,21,Male,2.3
2027-07-11,Widget D,West,453,44,Male,3.0
2025-08-24,Widget D,North,757,45,Female,4.8
2022-09-06,Widget C,North,696,60,Male,1.9
2022-06-15,Widget A,East,199,33,Female,2.6
2025-09-20,Widget C,West,715,69,Female,3.4
2024-10-16,Widget A,South,657,50,Female,4.0
2023-06-26,Widget B,South,655,65,Female,4.6
2024-01-29,Widget A,West,377,36,Male,4.7
2027-10-30,Widget C,East,792,38,Female,4.1
2027-12-21,Widget C,North,798,39,Male,1.9
2024-03-07,Widget A,West,725,26,Female,1.1
2022-05-18,Widget D,South,590,26,Female,2.5
2028-02-10,Widget B,South,354,26,Male,1.6
2025-09-15,Widget B,South,480,44,Female,3.8
2027-02-19,Widget C,East,991,34,Female,3.6
2022-03-10,Widget D,South,641,61,Female,1.2
2027-10-02,Widget A,West,363,62,Female,4.3
2026-01-13,Widget B,West,709,25,Female,2.0
2022-07-24,Widget D,South,924,33,Male,2.7
2027-12-14,Widget B,West,978,35,Female,3.7
2022-02-12,Widget D,South,428,50,Female,2.7
2027-03-22,Widget D,South,214,18,Male,2.8
2027-11-29,Widget C,North,375,29,Female,1.3
2024-01-31,Widget B,East,587,23,Male,2.6
2027-11-13,Widget A,East,380,58,Female,4.1
2027-06-18,Widget C,North,374,22,Female,4.7
2027-04-20,Widget C,North,872,33,Male,2.7
2024-06-18,Widget A,East,942,35,Female,2.7
2022-12-26,Widget C,South,818,66,Female,3.8
2026-09-16,Widget D,South,995,35,Male,4.8
2022-10-08,Widget D,East,427,18,Male,2.1
2027-03-03,Widget B,South,310,36,Female,2.8
2023-10-29,Widget B,North,826,25,Male,4.2
2022-04-03,Widget A,South,651,20,Female,3.4
2023-11-03,Widget B,South,125,42,Male,1.4
2027-05-24,Widget D,West,126,22,Female,3.5
2022-03-02,Widget A,West,801,57,Male,1.7
2024-10-25,Widget A,West,182,36,Male,3.0
2026-01-29,Widget B,South,995,35,Male,3.1
2023-08-27,Widget D,East,781,67,Male,4.5
2023-11-13,Widget A,North,512,48,Male,2.8
2025-11-29,Widget D,South,266,50,Male,2.1
2028-03-30,Widget D,East,799,64,Male,1.9
2023-06-08,Widget D,South,268,35,Male,4.5
2028-07-21,Widget B,North,900,56,Male,1.7
2027-05-23,Widget C,South,328,33,Female,2.7
2025-01-06,Widget C,North,708,33,Male,1.7
2026-10-20,Widget A,South,466,64,Female,4.1
2027-01-11,Widget D,North,627,55,Male,2.9
2028-04-15,Widget B,South,890,58,Female,2.4
2027-09-26,Widget D,North,746,24,Female,2.4
2025-02-18,Widget D,West,637,31,Male,4.4
2028-03-11,Widget B,South,963,60,Male,3.2
2028-04-05,Widget C,South,623,65,Female,3.9
2024-12-15,Widget D,East,171,42,Female,4.6
2028-07-25,Widget D,East,744,49,Male,4.6
2022-04-17,Widget C,North,205,55,Male,2.3
2022-02-17,Widget B,South,831,39,Male,4.8
2022-12-03,Widget A,North,984,33,Female,1.1
2024-11-15,Widget C,West,788,69,Male,2.5
2025-07-04,Widget A,East,381,46,Male,4.6
2027-08-18,Widget A,North,232,33,Male,2.1
2023-09-17,Widget C,North,633,29,Male,2.1
2027-03-06,Widget D,East,368,34,Male,2.2
2025-06-30,Widget A,South,511,54,Female,3.4
2026-09-12,Widget A,North,772,44,Female,2.8
2022-10-30,Widget B,East,718,42,Male,3.9
2023-10-01,Widget D,South,890,30,Male,4.6
2022-02-25,Widget A,West,964,25,Female,3.7
2023-12-27,Widget B,East,846,22,Male,1.8
2023-06-10,Widget D,North,117,29,Female,4.7
2023-04-19,Widget C,West,853,58,Male,2.1
2022-01-28,Widget C,South,216,20,Female,1.6
2027-10-27,Widget B,South,897,52,Female,1.4
2022-12-31,Widget C,East,893,50,Male,3.3
2023-06-10,Widget A,East,243,39,Female,1.5
2025-08-28,Widget D,East,816,67,Male,1.6
2024-06-01,Widget A,South,650,61,Female,2.2
2024-10-27,Widget A,West,765,26,Male,2.1
2024-10-23,Widget C,South,787,58,Male,3.4
2026-07-05,Widget A,North,852,35,Male,4.3
2024-07-07,Widget C,South,521,67,Female,4.0
2028-08-07,Widget D,North,997,46,Male,2.0
2026-11-10,Widget D,West,468,56,Male,2.0
2026-03-12,Widget A,East,745,44,Male,4.9
2027-03-22,Widget B,East,657,53,Female,1.0
2025-04-30,Widget C,South,149,62,Male,4.5
2026-07-13,Widget C,East,777,34,Female,1.8
2023-04-30,Widget A,West,205,51,Female,4.8
2027-09-07,Widget C,East,315,63,Female,2.4
2023-12-15,Widget C,South,757,20,Male,2.8
2024-11-28,Widget B,West,524,22,Male,3.8
2027-05-31,Widget B,North,171,31,Female,3.4
2025-07-20,Widget A,South,941,20,Male,2.3
2025-06-08,Widget B,North,884,40,Male,3.2
2027-11-04,Widget A,West,858,56,Female,3.9
2022-05-06,Widget D,South,545,47,Female,1.2
2023-06-21,Widget A,South,285,67,Male,1.0
2028-01-02,Widget D,West,169,62,Female,2.8
2027-09-04,Widget A,East,249,40,Male,1.5
2026-05-23,Widget C,South,345,44,Female,3.7
2022-03-08,Widget B,South,873,27,Male,1.9
2022-08-21,Widget D,North,637,42,Male,2.7
2027-11-27,Widget A,East,751,30,Female,1.8
2025-03-15,Widget B,North,198,33,Male,3.2
2027-11-29,Widget A,North,377,58,Male,1.5
2028-03-25,Widget B,East,662,51,Female,1.1
2022-04-21,Widget B,East,762,54,Male,1.2
2026-02-02,Widget A,West,554,39,Male,4.8
2027-09-13,Widget D,East,203,34,Male,1.6
2023-09-15,Widget D,South,700,40,Female,3.8
2028-10-08,Widget C,East,752,53,Female,1.3
2026-03-22,Widget B,West,824,66,Female,1.4
2025-07-29,Widget C,West,332,26,Female,3.0
2026-10-28,Widget C,West,493,69,Female,2.9
2027-05-30,Widget A,East,600,19,Male,4.8
2028-06-20,Widget A,East,794,49,Male,4.8
2024-05-26,Widget A,North,350,67,Male,4.1
2027-06-13,Widget B,North,620,39,Female,3.4
2025-08-05,Widget A,South,178,60,Male,2.8
2025-12-31,Widget A,North,151,30,Female,2.4
2028-05-13,Widget B,South,997,25,Male,4.8
2026-09-30,Widget B,West,880,18,Female,3.4
2026-05-25,Widget D,North,325,34,Male,3.3
2026-03-07,Widget A,East,150,29,Male,1.9
2028-07-25,Widget A,North,285,21,Female,1.2
2026-06-19,Widget A,South,133,30,Male,4.8
2025-03-06,Widget D,North,902,48,Male,2.3
2024-01-29,Widget A,West,841,58,Female,2.8
2022-08-31,Widget D,East,230,24,Male,1.5
2024-11-29,Widget C,South,731,40,Male,4.3
2022-08-17,Widget D,East,542,41,Female,1.1
2024-07-08,Widget C,East,937,22,Female,4.3
2025-05-31,Widget A,South,858,22,Female,1.6
2022-01-06,Widget C,East,531,34,Female,4.5
2023-04-13,Widget D,East,803,47,Female,3.9
2026-10-22,Widget B,North,596,26,Male,1.7
2022-03-16,Widget C,East,502,23,Female,3.3
2022-01-04,Widget C,East,422,42,Female,2.3
2027-02-14,Widget A,East,309,36,Male,1.7
2023-10-08,Widget D,East,714,33,Male,4.4
2022-04-28,Widget C,South,428,38,Male,2.6
2026-06-18,Widget C,West,471,19,Male,2.6
2027-07-15,Widget C,North,559,27,Male,1.7
2024-08-04,Widget C,East,232,33,Female,2.5
2026-01-04,Widget B,East,934,54,Male,4.5
2022-07-13,Widget D,South,750,32,Female,2.5
2024-04-26,Widget A,West,220,30,Male,4.8
2025-11-16,Widget A,East,705,30,Female,4.8
2025-12-29,Widget B,South,551,49,Male,1.6
2028-01-30,Widget D,North,228,62,Female,1.7
2026-07-27,Widget C,North,190,64,Female,4.5
2028-07-01,Widget B,East,703,63,Female,2.6
2025-12-04,Widget D,East,674,25,Female,1.0
2025-02-15,Widget C,West,128,60,Female,2.1
2026-12-16,Widget B,West,821,35,Female,3.4
2023-12-25,Widget D,East,623,53,Female,4.2
2022-08-13,Widget A,South,432,43,Female,1.5
2023-06-16,Widget A,West,396,27,Female,1.4
2022-04-23,Widget D,East,229,48,Female,4.7
2027-12-28,Widget A,West,392,50,Male,4.0
2023-07-13,Widget D,East,272,46,Female,3.4
2027-08-11,Widget C,North,819,22,Female,4.1
2027-11-08,Widget D,East,123,30,Male,2.7
2023-10-16,Widget C,North,198,18,Female,4.0
2022-11-16,Widget B,West,505,40,Female,2.5
2026-04-23,Widget D,East,455,57,Male,2.0
2027-01-03,Widget B,West,238,20,Male,3.9
2027-04-02,Widget A,North,602,20,Female,2.7
2022-05-19,Widget C,East,925,24,Male,4.9
2027-07-20,Widget D,West,273,53,Female,2.4
2028-04-25,Widget B,North,128,52,Female,4.7
2024-06-20,Widget C,West,595,32,Female,4.7
2023-11-21,Widget C,South,754,57,Male,2.0
2027-08-02,Widget A,North,927,20,Female,4.2
2022-01-10,Widget A,North,450,46,Female,2.7
2022-09-18,Widget C,North,653,47,Male,4.7
2027-04-27,Widget C,East,398,56,Female,2.8
2026-08-01,Widget D,East,819,35,Female,4.0
2028-01-29,Widget C,East,941,28,Female,2.9
2027-08-23,Widget D,South,291,60,Female,1.9
2025-04-06,Widget C,South,771,66,Female,1.8
2026-06-08,Widget A,North,163,55,Female,2.7
2022-11-17,Widget D,South,854,57,Male,4.0
2025-09-04,Widget B,West,869,18,Female,3.4
2026-06-25,Widget A,North,763,46,Female,3.8
2028-07-04,Widget D,North,314,27,Male,2.1
2027-06-18,Widget D,West,933,45,Female,2.9
2027-04-28,Widget B,North,265,48,Female,1.2
2027-08-01,Widget D,South,642,36,Male,4.3
2025-01-23,Widget C,East,982,20,Male,5.0
2026-05-24,Widget B,West,331,53,Male,2.6
2028-06-23,Widget A,South,893,60,Male,1.0
2022-08-24,Widget A,West,640,32,Male,1.7
2027-05-24,Widget C,West,294,50,Male,3.6
2022-11-30,Widget A,North,605,58,Male,3.4
2027-03-24,Widget D,North,433,60,Female,4.2
2023-01-11,Widget D,South,867,68,Female,2.0
2025-03-06,Widget C,West,892,62,Female,4.1
2026-04-20,Widget A,North,403,43,Male,3.8
2025-08-12,Widget A,North,932,33,Female,2.3
2027-01-30,Widget C,West,536,53,Male,3.2
2025-10-04,Widget B,South,422,50,Female,1.6
2024-05-22,Widget A,South,601,37,Female,2.8
2025-06-06,Widget B,West,957,30,Female,4.5
2028-05-06,Widget A,South,492,50,Female,2.7
2027-01-26,Widget A,North,905,22,Male,4.4
2025-08-07,Widget A,West,698,54,Male,3.4
2023-12-26,Widget A,North,248,31,Female,1.8
2027-08-15,Widget D,East,860,44,Male,3.3
2022-03-19,Widget B,East,932,40,Male,3.0
2022-05-12,Widget B,South,504,31,Female,2.6
2023-08-24,Widget A,East,382,57,Male,1.5
2026-11-08,Widget A,North,461,21,Male,2.7
2024-12-01,Widget B,East,478,56,Male,1.3
2027-11-07,Widget D,North,297,69,Male,1.4
2028-09-15,Widget C,South,655,36,Female,2.7
2028-06-01,Widget C,South,455,64,Female,2.2
2027-02-07,Widget B,North,639,21,Male,4.7
2025-08-11,Widget A,East,528,47,Female,2.5
2023-09-08,Widget A,South,116,36,Female,4.0
2028-10-05,Widget D,West,738,48,Female,3.1
2027-03-04,Widget C,South,478,48,Male,3.8
2024-11-12,Widget D,East,779,26,Male,2.0
2023-07-29,Widget C,West,605,30,Female,4.8
2027-12-31,Widget B,East,855,31,Female,3.1
2024-09-19,Widget C,North,998,63,Male,4.3
2028-01-02,Widget D,West,175,27,Female,2.5
2025-06-02,Widget D,East,330,65,Male,1.4
2023-05-18,Widget D,West,815,48,Female,3.7
2027-06-21,Widget B,East,347,54,Male,1.0
2024-03-31,Widget C,West,401,40,Male,2.9
2027-11-22,Widget C,East,825,44,Male,1.8
2027-05-25,Widget D,North,314,23,Male,3.5
2022-07-17,Widget C,West,257,43,Female,4.9
2026-07-28,Widget A,West,168,19,Male,2.9
2028-09-04,Widget A,West,492,62,Female,4.3
2025-04-17,Widget A,West,184,30,Male,3.0
2026-01-11,Widget C,North,366,68,Male,3.0
2026-07-05,Widget B,West,168,67,Female,4.7
2026-08-20,Widget B,South,710,36,Female,4.6
2025-08-05,Widget B,North,446,18,Female,4.1
2027-07-29,Widget B,South,827,57,Male,2.2
2023-04-23,Widget A,West,772,49,Male,3.2
2025-06-08,Widget A,East,522,39,Female,1.9
2024-07-11,Widget D,South,705,65,Male,2.8
2023-02-24,Widget C,West,273,46,Female,2.9
2028-01-14,Widget C,South,776,19,Male,4.3
2025-01-25,Widget B,West,214,57,Male,4.6
2024-08-08,Widget A,West,319,55,Male,2.7
2028-05-25,Widget B,West,130,65,Female,1.1
2025-07-01,Widget D,East,622,28,Male,4.4
2028-02-22,Widget C,South,442,34,Female,1.7
2027-02-01,Widget C,North,476,68,Female,3.5
2023-06-01,Widget B,North,229,60,Male,1.1
2026-07-17,Widget D,North,716,25,Female,2.6
2027-02-09,Widget C,North,638,39,Female,4.9
2025-02-15,Widget D,West,838,21,Male,1.4
2027-04-17,Widget D,South,101,28,Female,2.7
2024-03-25,Widget B,South,970,25,Female,2.2
2028-03-25,Widget A,East,200,26,Male,4.6
2027-03-16,Widget B,South,632,43,Male,4.5
2028-03-13,Widget A,South,157,19,Male,2.0
2027-08-25,Widget D,South,488,33,Female,1.3
2027-09-26,Widget A,East,791,48,Female,3.5
2028-06-29,Widget D,North,440,23,Male,2.3
2022-05-10,Widget C,South,960,38,Female,3.7
2022-04-05,Widget C,East,119,43,Male,1.1
2027-05-10,Widget C,East,354,36,Male,1.5
2024-03-04,Widget B,West,416,45,Male,3.7
2027-01-09,Widget B,East,137,25,Female,1.8
2027-10-18,Widget D,North,759,31,Female,4.4
2026-08-11,Widget C,South,636,41,Male,1.2
2022-01-11,Widget B,East,485,65,Male,1.9
2027-02-09,Widget C,North,732,61,Female,5.0
2023-12-13,Widget B,East,125,54,Male,2.7
2027-09-02,Widget A,East,553,43,Female,3.8
2024-03-25,Widget A,East,780,48,Male,1.7
2022-12-12,Widget C,East,422,68,Male,3.4
2028-06-07,Widget D,East,836,49,Female,3.9
2022-12-29,Widget B,North,612,67,Female,2.3
2028-09-09,Widget B,South,918,58,Female,4.3
2028-03-15,Widget A,South,872,19,Female,3.4
2027-12-29,Widget A,South,112,42,Female,2.6
2024-09-11,Widget D,South,659,69,Male,3.2
2026-06-28,Widget D,North,924,61,Male,3.3
2024-04-07,Widget D,West,470,19,Female,1.7
2022-12-22,Widget C,West,390,59,Female,2.6
2025-09-09,Widget A,North,431,18,Male,2.4
2027-02-07,Widget C,North,705,53,Male,2.6
2022-05-07,Widget A,East,360,29,Female,4.0
2023-08-27,Widget A,East,889,26,Female,2.9
2027-04-13,Widget B,East,970,53,Male,4.8
2024-10-10,Widget A,South,304,58,Female,2.2
2022-02-20,Widget A,East,796,45,Male,2.7
2025-12-01,Widget C,West,786,55,Male,4.1
2026-11-28,Widget A,South,486,50,Female,3.2
2026-06-25,Widget C,East,991,59,Male,3.2
2026-07-04,Widget D,South,920,63,Male,1.2
2028-10-03,Widget A,West,567,39,Male,2.6
2025-04-20,Widget A,East,514,42,Female,2.1
2027-01-29,Widget C,West,168,35,Male,5.0
2023-07-21,Widget D,West,571,23,Female,2.2
2028-08-15,Widget B,West,203,35,Male,4.5
2024-07-24,Widget D,East,857,69,Male,3.7
2027-04-19,Widget C,North,260,33,Male,2.4
2025-08-25,Widget D,East,299,32,Male,3.2
2022-07-21,Widget C,West,315,65,Male,4.4
2028-06-18,Widget C,East,311,25,Female,4.5
2022-04-27,Widget B,West,607,30,Female,1.6
2024-07-25,Widget A,North,115,60,Male,2.4
2023-07-29,Widget C,South,597,24,Female,2.3
2028-04-10,Widget C,North,983,34,Female,1.2
2023-06-21,Widget B,North,431,67,Male,3.4
2026-06-14,Widget C,South,816,49,Female,4.4
2027-10-24,Widget A,East,976,39,Female,2.5
2023-01-21,Widget B,South,650,68,Female,4.0
2023-04-20,Widget A,East,700,30,Female,3.5
2023-02-22,Widget A,East,355,64,Male,2.5
2028-07-22,Widget B,West,865,40,Female,1.6
2024-07-27,Widget C,West,827,46,Male,3.8
2024-08-12,Widget A,South,979,39,Male,4.4
2024-05-25,Widget A,North,914,18,Female,3.7
2024-02-02,Widget A,South,271,46,Male,1.1
2025-04-17,Widget A,East,748,65,Female,1.9
2025-04-20,Widget B,West,597,22,Male,1.3
2023-10-26,Widget B,South,570,52,Female,3.3
2022-01-25,Widget D,South,483,27,Female,4.0
2027-06-14,Widget D,West,789,36,Male,1.4
2025-04-18,Widget A,West,688,54,Female,4.4
2023-12-11,Widget C,West,799,24,Female,3.2
2027-02-23,Widget A,East,606,63,Female,3.8
2025-03-30,Widget C,West,626,52,Female,4.9
2028-02-03,Widget A,North,903,62,Male,1.3
2022-10-12,Widget D,South,930,30,Male,4.6
2022-03-04,Widget D,West,424,27,Male,1.5
2024-09-29,Widget C,West,313,19,Female,2.6
2023-10-24,Widget A,East,307,23,Male,4.4
2028-01-13,Widget C,East,268,25,Female,4.6
2026-02-01,Widget D,South,429,53,Female,3.0
2024-08-24,Widget A,North,379,42,Female,3.4
2024-04-28,Widget A,South,404,61,Male,3.8
2025-01-12,Widget C,West,245,64,Male,4.3
2023-11-20,Widget B,North,874,57,Male,1.5
2022-05-28,Widget C,North,615,24,Male,4.2
2022-12-08,Widget D,North,189,63,Female,2.9
2024-12-22,Widget D,North,552,40,Male,2.8
2026-09-21,Widget D,South,159,36,Male,2.7
2025-10-15,Widget D,East,410,63,Male,3.0
2022-11-23,Widget D,East,627,39,Male,4.8
2026-11-28,Widget B,West,326,30,Female,3.2
2026-10-26,Widget A,East,573,38,Male,4.8
2024-09-16,Widget C,East,640,18,Male,1.7
2028-03-12,Widget C,East,762,36,Male,3.9
2028-10-18,Widget D,East,856,50,Female,4.2
2024-08-09,Widget C,West,881,21,Male,3.7
2023-12-24,Widget D,South,178,59,Male,3.4
2027-09-11,Widget B,North,532,20,Male,3.3
2028-05-21,Widget B,East,900,44,Female,4.4
2023-03-05,Widget A,South,252,69,Female,4.3
2026-02-09,Widget B,East,888,58,Male,1.5
2022-10-13,Widget B,East,500,52,Male,4.4
2027-08-28,Widget A,North,378,45,Female,2.7
2024-02-08,Widget C,North,156,23,Female,2.0
2025-10-26,Widget D,North,285,23,Female,4.5
2022-07-13,Widget D,East,497,61,Female,2.7
2024-09-14,Widget C,East,704,40,Female,4.2
2025-02-10,Widget A,East,887,50,Male,2.1
2027-12-02,Widget C,North,257,33,Male,1.0
2026-08-29,Widget B,West,886,41,Male,3.0
2024-08-04,Widget A,South,792,22,Male,1.4
2024-04-10,Widget A,West,458,58,Female,4.0
2027-04-05,Widget A,East,539,59,Female,2.1
2022-02-24,Widget D,East,688,30,Female,2.8
2024-03-10,Widget C,West,565,64,Female,1.3
2024-02-17,Widget A,East,762,29,Female,2.1
2026-01-21,Widget A,South,545,22,Male,4.1
2027-03-17,Widget A,East,849,54,Male,1.6
2028-01-19,Widget C,South,900,48,Male,3.6
2027-11-05,Widget D,West,842,45,Male,4.7
2022-02-24,Widget B,West,587,45,Male,3.7
2026-12-29,Widget D,East,629,47,Female,4.2
2025-04-16,Widget A,South,172,35,Female,1.4
2024-04-12,Widget D,East,800,61,Female,2.0
2022-11-09,Widget D,North,116,44,Female,4.6
2027-02-02,Widget B,North,630,52,Female,3.9
2027-07-01,Widget C,North,830,43,Male,3.6
2027-06-30,Widget C,North,425,56,Male,3.7
2028-10-26,Widget D,East,731,66,Male,2.7
2026-11-26,Widget D,North,712,68,Female,1.2
2022-11-24,Widget C,South,645,35,Female,4.1
2025-07-11,Widget C,West,695,50,Female,3.7
2027-11-14,Widget B,West,807,42,Female,2.9
2025-01-16,Widget A,North,941,48,Male,4.6
2025-08-04,Widget D,North,301,54,Female,2.3
2023-03-28,Widget C,North,443,19,Male,2.2
2026-03-04,Widget D,East,952,50,Female,4.5
2022-06-14,Widget D,West,622,56,Male,4.2
2022-07-01,Widget C,North,958,60,Female,3.1
2024-06-28,Widget B,South,499,60,Female,1.5
2024-04-02,Widget D,North,317,49,Male,1.9
2024-08-01,Widget B,West,544,35,Male,3.6
2027-06-25,Widget C,North,864,34,Female,2.5
2027-08-17,Widget A,West,321,51,Male,4.3
2022-11-26,Widget A,North,482,56,Female,4.8
2024-02-14,Widget D,South,980,24,Female,4.2
2028-01-08,Widget C,North,691,59,Male,2.5
2022-05-27,Widget B,South,106,52,Female,4.2
2024-07-03,Widget D,South,371,47,Female,2.4
2026-04-21,Widget C,North,838,29,Male,1.7
2025-08-01,Widget C,South,115,52,Female,1.1
2022-03-23,Widget B,East,523,28,Female,2.5
2023-05-29,Widget D,North,623,61,Female,4.6
2027-04-05,Widget C,North,902,21,Female,2.0
2027-04-24,Widget C,South,852,42,Male,1.8
2024-01-16,Widget C,South,120,65,Male,4.9
2025-11-10,Widget B,North,789,49,Male,1.1
2023-12-08,Widget D,East,327,37,Female,4.1
2023-04-16,Widget D,South,884,67,Male,2.3
2023-01-31,Widget D,South,387,48,Male,1.1
2026-04-05,Widget D,West,908,21,Male,4.7
2028-04-27,Widget A,East,233,55,Female,1.6
2024-03-15,Widget A,East,382,64,Male,3.2
2024-07-22,Widget D,North,503,18,Male,2.1
2025-07-03,Widget B,East,764,20,Female,1.3
2026-10-24,Widget A,North,165,54,Female,1.2
2024-06-23,Widget C,West,748,39,Female,1.5
2024-12-12,Widget A,East,703,34,Female,1.3
2027-03-06,Widget C,South,536,31,Female,4.0
2026-03-04,Widget D,West,928,58,Female,2.9
2025-10-19,Widget A,North,358,52,Male,2.4
2025-07-27,Widget B,West,202,30,Male,2.7
2023-08-16,Widget A,North,666,52,Female,4.7
2027-10-08,Widget A,West,868,60,Female,4.6
2022-05-08,Widget A,North,200,19,Male,3.9
2024-01-06,Widget D,East,297,64,Female,4.5
2023-06-05,Widget B,South,912,30,Female,2.3
2022-08-25,Widget A,North,325,68,Male,2.5
2025-07-28,Widget B,West,562,33,Female,3.5
2026-11-17,Widget D,North,336,35,Female,3.5
2025-07-25,Widget C,North,125,24,Male,2.9
